platform,raw_text,created_at,url,metadata
forum,Is Blinkit good for pet supplies? Looking for dog food but can't find it. Amazon is my fallback always.,2025-02-06T23:23:20+00:00,https://team-bhp.com/question/blinkit-63,"{""forum_site"":""team-bhp""}"
forum,Is Blinkit good for pet supplies? Looking for dog food but can't find it. Would buy if assortment improved.,2025-03-15T22:09:16+00:00,https://team-bhp.com/question/blinkit-64,"{""forum_site"":""team-bhp""}"
forum,Is Blinkit good for electronics? Looking for earphones but can't find it. Needs better in-app discovery.,2025-03-04T02:36:12+00:00,https://quora.com/question/blinkit-65,"{""forum_site"":""quora""}"
forum,Blinkit assortment for personal care is weak compared to BigBasket. Never saw an promo for this category.,2023-02-26T00:27:23+00:00,https://team-bhp.com/question/blinkit-66,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for electronics is weak compared to BigBasket. Category tab feels hidden.,2023-01-01T10:42:36+00:00,https://quora.com/question/blinkit-67,"{""forum_site"":""quora""}"
forum,Where do you buy diapers — Blinkit or Nykaa? Search never surfaces these products.,2024-09-12T11:58:02+00:00,https://team-bhp.com/question/blinkit-68,"{""forum_site"":""team-bhp""}"
forum,Where do you buy milk — Blinkit or Nykaa?,2023-11-08T04:06:44+00:00,https://quora.com/question/blinkit-69,"{""forum_site"":""quora""}"
forum,Is Blinkit good for baby care? Looking for diapers but can't find it.,2025-05-03T18:17:57+00:00,https://team-bhp.com/question/blinkit-70,"{""forum_site"":""team-bhp""}"
forum,Where do you buy vitamins — Blinkit or Nykaa? Delivery was fine though.,2024-03-05T12:57:35+00:00,https://quora.com/question/blinkit-71,"{""forum_site"":""quora""}"
forum,Where do you buy earphones — Blinkit or Nykaa? Been using Blinkit for two years.,2024-09-19T12:35:19+00:00,https://quora.com/question/blinkit-72,"{""forum_site"":""quora""}"
forum,Is Blinkit good for stationery? Looking for notebooks but can't find it. Been using Blinkit for two years.,2024-09-24T11:04:44+00:00,https://quora.com/question/blinkit-73,"{""forum_site"":""quora""}"
forum,Blinkit assortment for baby care is weak compared to BigBasket. Same thought last month.,2024-04-02T02:30:11+00:00,https://team-bhp.com/question/blinkit-74,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for baby care is weak compared to BigBasket. Noticed this after the app update.,2024-02-05T07:30:20+00:00,https://team-bhp.com/question/blinkit-75,"{""forum_site"":""team-bhp""}"
forum,Where do you buy detergent — Blinkit or Nykaa? My friends feel the same.,2025-05-24T20:26:50+00:00,https://team-bhp.com/question/blinkit-76,"{""forum_site"":""team-bhp""}"
forum,Where do you buy earphones — Blinkit or Nykaa? Especially in Bangalore.,2024-12-13T19:06:33+00:00,https://team-bhp.com/question/blinkit-77,"{""forum_site"":""team-bhp""}"
forum,Where do you buy dog food — Blinkit or Nykaa? Happens every reorder cycle.,2023-06-30T14:47:47+00:00,https://team-bhp.com/question/blinkit-78,"{""forum_site"":""team-bhp""}"
forum,Where do you buy diapers — Blinkit or Nykaa? Wish the homepage showed this category.,2023-12-09T08:26:54+00:00,https://quora.com/question/blinkit-79,"{""forum_site"":""quora""}"
forum,Where do you buy vitamins — Blinkit or Nykaa? Instamart has better variety lately.,2024-07-02T12:22:58+00:00,https://quora.com/question/blinkit-80,"{""forum_site"":""quora""}"
forum,Is Blinkit good for stationery? Looking for notebooks but can't find it. Instamart has better variety lately.,2024-03-22T06:55:55+00:00,https://quora.com/question/blinkit-81,"{""forum_site"":""quora""}"
forum,Blinkit assortment for groceries is weak compared to BigBasket. Amazon is my fallback always.,2024-06-15T06:25:07+00:00,https://quora.com/question/blinkit-82,"{""forum_site"":""quora""}"
forum,Where do you buy shampoo — Blinkit or Nykaa? Amazon is my fallback always.,2024-05-02T14:01:31+00:00,https://team-bhp.com/question/blinkit-83,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for electronics is weak compared to BigBasket. Would buy if assortment improved.,2024-02-22T23:52:20+00:00,https://quora.com/question/blinkit-84,"{""forum_site"":""quora""}"
forum,Where do you buy earphones — Blinkit or Nykaa? Needs better in-app discovery.,2023-11-07T04:06:29+00:00,https://quora.com/question/blinkit-85,"{""forum_site"":""quora""}"
forum,Where do you buy earphones — Blinkit or Nykaa? Never saw an promo for this category.,2023-11-18T05:15:58+00:00,https://quora.com/question/blinkit-86,"{""forum_site"":""quora""}"
forum,Is Blinkit good for electronics? Looking for earphones but can't find it. Category tab feels hidden.,2024-07-07T01:39:45+00:00,https://quora.com/question/blinkit-87,"{""forum_site"":""quora""}"
forum,Is Blinkit good for baby care? Looking for diapers but can't find it. Search never surfaces these products.,2023-05-02T22:13:43+00:00,https://team-bhp.com/question/blinkit-88,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for pet supplies is weak compared to BigBasket.,2023-03-07T15:41:00+00:00,https://team-bhp.com/question/blinkit-89,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for health pharmacy is weak compared to BigBasket.,2024-05-04T23:35:40+00:00,https://team-bhp.com/question/blinkit-90,"{""forum_site"":""team-bhp""}"
forum,Where do you buy notebooks — Blinkit or Nykaa? Delivery was fine though.,2023-10-12T01:57:25+00:00,https://team-bhp.com/question/blinkit-91,"{""forum_site"":""team-bhp""}"
forum,Is Blinkit good for groceries? Looking for milk but can't find it. Been using Blinkit for two years.,2023-07-19T05:21:20+00:00,https://quora.com/question/blinkit-92,"{""forum_site"":""quora""}"
forum,Where do you buy milk — Blinkit or Nykaa? Been using Blinkit for two years.,2025-04-20T01:17:25+00:00,https://quora.com/question/blinkit-93,"{""forum_site"":""quora""}"
forum,Where do you buy vitamins — Blinkit or Nykaa? Noticed this after the app update.,2023-09-29T13:01:47+00:00,https://team-bhp.com/question/blinkit-94,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for baby care is weak compared to BigBasket. My friends feel the same.,2025-03-16T00:05:16+00:00,https://team-bhp.com/question/blinkit-95,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for health pharmacy is weak compared to BigBasket. My friends feel the same.,2023-01-14T01:52:06+00:00,https://quora.com/question/blinkit-96,"{""forum_site"":""quora""}"
forum,Where do you buy earphones — Blinkit or Nykaa? Happens every reorder cycle.,2023-06-06T12:09:04+00:00,https://team-bhp.com/question/blinkit-97,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for health pharmacy is weak compared to BigBasket. Happens every reorder cycle.,2024-02-08T10:20:47+00:00,https://quora.com/question/blinkit-98,"{""forum_site"":""quora""}"
forum,Is Blinkit good for stationery? Looking for notebooks but can't find it. Wish the homepage showed this category.,2024-02-23T12:16:00+00:00,https://team-bhp.com/question/blinkit-99,"{""forum_site"":""team-bhp""}"
forum,Where do you buy vitamins — Blinkit or Nykaa? Nykaa feels safer for this purchase.,2023-10-13T16:47:55+00:00,https://team-bhp.com/question/blinkit-100,"{""forum_site"":""team-bhp""}"
forum,Is Blinkit good for groceries? Looking for milk but can't find it. Instamart has better variety lately.,2024-10-13T00:55:02+00:00,https://team-bhp.com/question/blinkit-101,"{""forum_site"":""team-bhp""}"
forum,Where do you buy vitamins — Blinkit or Nykaa? Amazon is my fallback always.,2024-03-10T09:20:40+00:00,https://team-bhp.com/question/blinkit-102,"{""forum_site"":""team-bhp""}"
forum,Blinkit assortment for personal care is weak compared to BigBasket. Amazon is my fallback always.,2023-07-23T17:13:20+00:00,https://quora.com/question/blinkit-103,"{""forum_site"":""quora""}"
forum,Blinkit assortment for baby care is weak compared to BigBasket. Needs better in-app discovery.,2024-02-24T08:25:55+00:00,https://quora.com/question/blinkit-104,"{""forum_site"":""quora""}"
forum,Where do you buy milk — Blinkit or Nykaa? Needs better in-app discovery.,2023-11-01T13:45:59+00:00,https://quora.com/question/blinkit-105,"{""forum_site"":""quora""}"
forum,Where do you buy shampoo — Blinkit or Nykaa? Category tab feels hidden.,2023-01-16T03:13:08+00:00,https://quora.com/question/blinkit-106,"{""forum_site"":""quora""}"
forum,Where do you buy milk — Blinkit or Nykaa? Category tab feels hidden.,2023-07-28T21:28:03+00:00,https://team-bhp.com/question/blinkit-107,"{""forum_site"":""team-bhp""}"
forum,Where do you buy detergent — Blinkit or Nykaa? Search never surfaces these products.,2024-01-25T20:59:24+00:00,https://quora.com/question/blinkit-108,"{""forum_site"":""quora""}"
forum,Is Blinkit good for groceries? Looking for milk but can't find it. Price seems higher than competitors.,2023-09-11T17:49:36+00:00,https://quora.com/question/blinkit-109,"{""forum_site"":""quora""}"
