platform,raw_text,created_at,url,metadata
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit Might switch to Zepto next time.,2023-03-29T22:22:44+00:00,https://twitter.com/user/status/3000000032,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #electronics Been using Blinkit for two years.,2023-09-08T00:06:22+00:00,https://twitter.com/user/status/3000000033,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. Same thought last month.,2024-01-25T05:35:29+00:00,https://twitter.com/user/status/3000000034,"{""source"":""twitter_csv""}"
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit Noticed this after the app update.,2024-04-03T11:38:16+00:00,https://twitter.com/user/status/3000000035,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. My friends feel the same.,2023-02-20T04:28:09+00:00,https://twitter.com/user/status/3000000036,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #healthpharmacy Especially in Bangalore.,2023-06-09T04:43:53+00:00,https://twitter.com/user/status/3000000037,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Happens every reorder cycle.,2025-05-21T21:40:58+00:00,https://twitter.com/user/status/3000000038,"{""source"":""twitter_csv""}"
twitter,Blinkit missing milk again. Why no groceries section? @Blinkit Wish the homepage showed this category.,2025-03-04T16:33:50+00:00,https://twitter.com/user/status/3000000039,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. BigBasket still wins here for me.,2023-03-14T23:32:12+00:00,https://twitter.com/user/status/3000000040,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #groceries Instamart has better variety lately.,2024-10-09T02:42:53+00:00,https://twitter.com/user/status/3000000041,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for healthpharmacy. Change my mind. Nykaa feels safer for this purchase.,2023-03-25T13:53:28+00:00,https://twitter.com/user/status/3000000042,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Amazon is my fallback always.,2024-01-26T10:40:35+00:00,https://twitter.com/user/status/3000000043,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Would buy if assortment improved.,2024-11-19T06:37:03+00:00,https://twitter.com/user/status/3000000044,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Needs better in-app discovery.,2024-07-25T06:22:57+00:00,https://twitter.com/user/status/3000000045,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Never saw an promo for this category.,2023-10-28T14:07:03+00:00,https://twitter.com/user/status/3000000046,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #stationery Category tab feels hidden.,2023-10-03T14:55:00+00:00,https://twitter.com/user/status/3000000047,"{""source"":""twitter_csv""}"
twitter,Blinkit missing diapers again. Why no babycare section? @Blinkit Search never surfaces these products.,2023-09-27T23:33:07+00:00,https://twitter.com/user/status/3000000048,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #babycare Price seems higher than competitors.,2023-03-05T02:57:14+00:00,https://twitter.com/user/status/3000000049,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #groceries,2025-05-14T15:30:02+00:00,https://twitter.com/user/status/3000000050,"{""source"":""twitter_csv""}"
twitter,Blinkit missing notebooks again. Why no stationery section? @Blinkit Delivery was fine though.,2023-09-07T23:51:44+00:00,https://twitter.com/user/status/3000000051,"{""source"":""twitter_csv""}"
twitter,Blinkit missing notebooks again. Why no stationery section? @Blinkit Might switch to Zepto next time.,2024-05-28T12:16:26+00:00,https://twitter.com/user/status/3000000052,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for homeessentials. Change my mind. Been using Blinkit for two years.,2023-08-29T11:34:29+00:00,https://twitter.com/user/status/3000000053,"{""source"":""twitter_csv""}"
twitter,Blinkit missing dog food again. Why no petsupplies section? @Blinkit Same thought last month.,2024-05-16T04:31:09+00:00,https://twitter.com/user/status/3000000054,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Noticed this after the app update.,2024-04-12T19:51:55+00:00,https://twitter.com/user/status/3000000055,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for homeessentials. Change my mind. My friends feel the same.,2025-05-04T15:27:29+00:00,https://twitter.com/user/status/3000000056,"{""source"":""twitter_csv""}"
twitter,Blinkit missing vitamins again. Why no healthpharmacy section? @Blinkit Especially in Bangalore.,2024-05-08T18:38:33+00:00,https://twitter.com/user/status/3000000057,"{""source"":""twitter_csv""}"
twitter,Blinkit missing earphones again. Why no electronics section? @Blinkit Happens every reorder cycle.,2025-03-19T17:36:33+00:00,https://twitter.com/user/status/3000000058,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for babycare. Change my mind. Wish the homepage showed this category.,2023-09-05T13:45:45+00:00,https://twitter.com/user/status/3000000059,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for groceries. Change my mind. BigBasket still wins here for me.,2025-04-14T06:09:05+00:00,https://twitter.com/user/status/3000000060,"{""source"":""twitter_csv""}"
twitter,Blinkit missing milk again. Why no groceries section? @Blinkit Instamart has better variety lately.,2024-06-26T18:41:10+00:00,https://twitter.com/user/status/3000000061,"{""source"":""twitter_csv""}"
twitter,Blinkit missing earphones again. Why no electronics section? @Blinkit Nykaa feels safer for this purchase.,2024-05-30T13:30:51+00:00,https://twitter.com/user/status/3000000062,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #healthpharmacy Amazon is my fallback always.,2024-04-01T01:14:43+00:00,https://twitter.com/user/status/3000000063,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Category tab feels hidden.,2025-04-04T02:25:56+00:00,https://twitter.com/user/status/3000000064,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for homeessentials. Change my mind. Needs better in-app discovery.,2023-01-14T16:13:32+00:00,https://twitter.com/user/status/3000000065,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for babycare. Change my mind. Never saw an promo for this category.,2024-06-21T12:05:12+00:00,https://twitter.com/user/status/3000000066,"{""source"":""twitter_csv""}"
twitter,Blinkit missing detergent again. Why no homeessentials section? @Blinkit Category tab feels hidden.,2024-01-14T18:32:07+00:00,https://twitter.com/user/status/3000000067,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Search never surfaces these products.,2024-05-13T13:23:56+00:00,https://twitter.com/user/status/3000000068,"{""source"":""twitter_csv""}"
twitter,Blinkit missing milk again. Why no groceries section? @Blinkit Price seems higher than competitors.,2024-08-22T10:29:51+00:00,https://twitter.com/user/status/3000000069,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind.,2024-03-15T08:37:45+00:00,https://twitter.com/user/status/3000000070,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Might switch to Zepto next time.,2024-08-05T11:26:56+00:00,https://twitter.com/user/status/3000000071,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #homeessentials Been using Blinkit for two years.,2023-03-10T02:54:30+00:00,https://twitter.com/user/status/3000000072,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. Been using Blinkit for two years.,2023-10-27T01:22:55+00:00,https://twitter.com/user/status/3000000073,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for healthpharmacy. Change my mind. Same thought last month.,2023-05-08T22:03:38+00:00,https://twitter.com/user/status/3000000074,"{""source"":""twitter_csv""}"
twitter,Blinkit missing diapers again. Why no babycare section? @Blinkit Noticed this after the app update.,2025-04-15T17:09:19+00:00,https://twitter.com/user/status/3000000075,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. My friends feel the same.,2023-04-12T16:57:59+00:00,https://twitter.com/user/status/3000000076,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Especially in Bangalore.,2023-11-28T03:44:41+00:00,https://twitter.com/user/status/3000000077,"{""source"":""twitter_csv""}"
twitter,Blinkit missing milk again. Why no groceries section? @Blinkit Happens every reorder cycle.,2023-11-16T08:33:42+00:00,https://twitter.com/user/status/3000000078,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for groceries. Change my mind. Wish the homepage showed this category.,2023-04-23T00:50:48+00:00,https://twitter.com/user/status/3000000079,"{""source"":""twitter_csv""}"
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit BigBasket still wins here for me.,2024-12-14T09:09:27+00:00,https://twitter.com/user/status/3000000080,"{""source"":""twitter_csv""}"
twitter,Blinkit missing vitamins again. Why no healthpharmacy section? @Blinkit Instamart has better variety lately.,2023-05-16T23:00:56+00:00,https://twitter.com/user/status/3000000081,"{""source"":""twitter_csv""}"
twitter,Blinkit missing diapers again. Why no babycare section? @Blinkit Nykaa feels safer for this purchase.,2023-10-04T12:01:43+00:00,https://twitter.com/user/status/3000000082,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. Would buy if assortment improved.,2023-04-20T10:16:17+00:00,https://twitter.com/user/status/3000000083,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #electronics Would buy if assortment improved.,2024-09-25T05:39:05+00:00,https://twitter.com/user/status/3000000084,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #groceries Needs better in-app discovery.,2024-09-20T06:54:54+00:00,https://twitter.com/user/status/3000000085,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #groceries Never saw an promo for this category.,2023-01-27T05:44:27+00:00,https://twitter.com/user/status/3000000086,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for groceries. Change my mind. Category tab feels hidden.,2023-07-03T18:45:30+00:00,https://twitter.com/user/status/3000000087,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Price seems higher than competitors.,2023-04-09T05:40:05+00:00,https://twitter.com/user/status/3000000088,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind.,2023-04-23T18:19:50+00:00,https://twitter.com/user/status/3000000089,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for healthpharmacy. Change my mind.,2023-06-14T21:01:11+00:00,https://twitter.com/user/status/3000000090,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. Delivery was fine though.,2024-04-13T03:10:07+00:00,https://twitter.com/user/status/3000000091,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #babycare Might switch to Zepto next time.,2024-11-10T21:44:58+00:00,https://twitter.com/user/status/3000000092,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #groceries Been using Blinkit for two years.,2023-02-17T21:01:16+00:00,https://twitter.com/user/status/3000000093,"{""source"":""twitter_csv""}"
twitter,Blinkit missing detergent again. Why no homeessentials section? @Blinkit Same thought last month.,2025-04-08T17:07:11+00:00,https://twitter.com/user/status/3000000094,"{""source"":""twitter_csv""}"
twitter,Blinkit missing earphones again. Why no electronics section? @Blinkit Noticed this after the app update.,2024-08-30T09:15:33+00:00,https://twitter.com/user/status/3000000095,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. My friends feel the same.,2023-08-12T19:31:31+00:00,https://twitter.com/user/status/3000000096,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for stationery. Change my mind. Especially in Bangalore.,2024-08-02T15:18:49+00:00,https://twitter.com/user/status/3000000097,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Happens every reorder cycle.,2025-05-12T06:30:00+00:00,https://twitter.com/user/status/3000000098,"{""source"":""twitter_csv""}"
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit Wish the homepage showed this category.,2023-03-06T21:24:56+00:00,https://twitter.com/user/status/3000000099,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. BigBasket still wins here for me.,2024-09-04T04:25:50+00:00,https://twitter.com/user/status/3000000100,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #babycare Instamart has better variety lately.,2023-11-23T07:20:21+00:00,https://twitter.com/user/status/3000000101,"{""source"":""twitter_csv""}"
twitter,Blinkit missing vitamins again. Why no healthpharmacy section? @Blinkit Nykaa feels safer for this purchase.,2024-10-03T00:52:28+00:00,https://twitter.com/user/status/3000000102,"{""source"":""twitter_csv""}"
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit Amazon is my fallback always.,2023-10-13T19:44:45+00:00,https://twitter.com/user/status/3000000103,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for electronics. Change my mind. Search never surfaces these products.,2024-01-28T14:53:47+00:00,https://twitter.com/user/status/3000000104,"{""source"":""twitter_csv""}"
twitter,Blinkit missing earphones again. Why no electronics section? @Blinkit Needs better in-app discovery.,2023-10-09T17:30:56+00:00,https://twitter.com/user/status/3000000105,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for petsupplies. Change my mind. Never saw an promo for this category.,2024-12-17T13:12:47+00:00,https://twitter.com/user/status/3000000106,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #babycare Search never surfaces these products.,2023-04-15T15:27:56+00:00,https://twitter.com/user/status/3000000107,"{""source"":""twitter_csv""}"
twitter,Blinkit missing notebooks again. Why no stationery section? @Blinkit Search never surfaces these products.,2023-11-03T16:15:40+00:00,https://twitter.com/user/status/3000000108,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #homeessentials Price seems higher than competitors.,2024-07-08T19:04:59+00:00,https://twitter.com/user/status/3000000109,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for personalcare. Change my mind.,2023-12-31T08:01:06+00:00,https://twitter.com/user/status/3000000110,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #babycare Delivery was fine though.,2023-04-19T10:39:49+00:00,https://twitter.com/user/status/3000000111,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #electronics Might switch to Zepto next time.,2025-01-24T18:13:10+00:00,https://twitter.com/user/status/3000000112,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #homeessentials Same thought last month.,2024-04-19T20:24:29+00:00,https://twitter.com/user/status/3000000113,"{""source"":""twitter_csv""}"
twitter,Zepto > Blinkit for personalcare. Change my mind. Same thought last month.,2025-05-30T14:08:35+00:00,https://twitter.com/user/status/3000000114,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #healthpharmacy Noticed this after the app update.,2024-10-27T08:27:25+00:00,https://twitter.com/user/status/3000000115,"{""source"":""twitter_csv""}"
twitter,Blinkit missing shampoo again. Why no personalcare section? @Blinkit My friends feel the same.,2024-05-01T13:29:36+00:00,https://twitter.com/user/status/3000000116,"{""source"":""twitter_csv""}"
twitter,Blinkit missing earphones again. Why no electronics section? @Blinkit Especially in Bangalore.,2024-11-08T11:53:01+00:00,https://twitter.com/user/status/3000000117,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #stationery Happens every reorder cycle.,2023-07-28T15:17:03+00:00,https://twitter.com/user/status/3000000118,"{""source"":""twitter_csv""}"
twitter,Only use Blinkit for milk. Everything else from Amazon. #healthpharmacy Wish the homepage showed this category.,2024-12-20T00:14:17+00:00,https://twitter.com/user/status/3000000119,"{""source"":""twitter_csv""}"
