review_text,score,at,review_url,user_name
Good app but missing notebooks. Nykaa has better personal care range. Nykaa feels safer for this purchase.,2,2024-06-12T10:39:39+00:00,https://play.google.com/store/apps/details/review/100032,user_32
Why doesn't Blinkit have milk? I always buy from Amazon instead. Amazon is my fallback always.,1,2024-12-05T20:02:45+00:00,https://play.google.com/store/apps/details/review/100033,user_33
Didn't know Blinkit sells stationery until my friend mentioned it. Would buy if assortment improved.,4,2023-10-05T12:37:29+00:00,https://play.google.com/store/apps/details/review/100034,user_34
Good app but missing diapers. Nykaa has better personal care range. Needs better in-app discovery.,5,2024-04-08T14:49:41+00:00,https://play.google.com/store/apps/details/review/100035,user_35
Why doesn't Blinkit have earphones? I always buy from Amazon instead. Never saw an promo for this category.,5,2024-08-03T20:31:07+00:00,https://play.google.com/store/apps/details/review/100036,user_36
Didn't know Blinkit sells pet supplies until my friend mentioned it. Category tab feels hidden.,4,2024-05-18T13:24:49+00:00,https://play.google.com/store/apps/details/review/100037,user_37
Fast delivery for milk and bread but baby care selection is very limited. Search never surfaces these products.,3,2024-04-22T16:57:27+00:00,https://play.google.com/store/apps/details/review/100038,user_38
Didn't know Blinkit sells electronics until my friend mentioned it. Price seems higher than competitors.,2,2023-05-03T08:16:32+00:00,https://play.google.com/store/apps/details/review/100039,user_39
Good app but missing detergent. Nykaa has better personal care range.,5,2023-04-18T12:25:46+00:00,https://play.google.com/store/apps/details/review/100040,user_40
Why doesn't Blinkit have shampoo? I always buy from Amazon instead. Delivery was fine though.,5,2025-01-08T07:48:40+00:00,https://play.google.com/store/apps/details/review/100041,user_41
Fast delivery for milk and bread but personal care selection is very limited. Might switch to Zepto next time.,5,2025-03-30T17:06:16+00:00,https://play.google.com/store/apps/details/review/100042,user_42
Why doesn't Blinkit have milk? I always buy from Amazon instead. Been using Blinkit for two years.,5,2025-04-17T18:24:55+00:00,https://play.google.com/store/apps/details/review/100043,user_43
"Blinkit pe electronics nahi milta, Amazon se order karta hoon. Same thought last month.",4,2024-04-29T05:37:32+00:00,https://play.google.com/store/apps/details/review/100044,user_44
I wish Blinkit had more brands in health pharmacy. Zepto seems better for that. Noticed this after the app update.,4,2025-03-15T00:37:33+00:00,https://play.google.com/store/apps/details/review/100045,user_45
Why doesn't Blinkit have earphones? I always buy from Amazon instead. My friends feel the same.,3,2023-04-10T11:03:30+00:00,https://play.google.com/store/apps/details/review/100046,user_46
Didn't know Blinkit sells electronics until my friend mentioned it. Especially in Bangalore.,1,2023-12-09T02:17:57+00:00,https://play.google.com/store/apps/details/review/100047,user_47
Why doesn't Blinkit have dog food? I always buy from Amazon instead. Happens every reorder cycle.,5,2023-04-15T16:51:58+00:00,https://play.google.com/store/apps/details/review/100048,user_48
Blinkit is great for groceries but I never think to order health pharmacy here. Wish the homepage showed this category.,3,2025-03-09T17:07:46+00:00,https://play.google.com/store/apps/details/review/100049,user_49
Why doesn't Blinkit have detergent? I always buy from Amazon instead. BigBasket still wins here for me.,2,2025-04-17T16:05:53+00:00,https://play.google.com/store/apps/details/review/100050,user_50
Why doesn't Blinkit have detergent? I always buy from Amazon instead. Instamart has better variety lately.,5,2025-01-04T17:42:33+00:00,https://play.google.com/store/apps/details/review/100051,user_51
Blinkit is great for groceries but I never think to order electronics here. Nykaa feels safer for this purchase.,4,2023-05-31T13:50:33+00:00,https://play.google.com/store/apps/details/review/100052,user_52
I wish Blinkit had more brands in health pharmacy. Zepto seems better for that. Amazon is my fallback always.,4,2024-09-30T15:00:13+00:00,https://play.google.com/store/apps/details/review/100053,user_53
"Blinkit pe pet supplies nahi milta, Amazon se order karta hoon. Would buy if assortment improved.",1,2023-06-02T21:17:03+00:00,https://play.google.com/store/apps/details/review/100054,user_54
Good app but missing vitamins. Nykaa has better personal care range. Needs better in-app discovery.,3,2023-06-19T17:50:41+00:00,https://play.google.com/store/apps/details/review/100055,user_55
Didn't know Blinkit sells electronics until my friend mentioned it. Never saw an promo for this category.,2,2024-11-27T21:31:31+00:00,https://play.google.com/store/apps/details/review/100056,user_56
Fast delivery for milk and bread but personal care selection is very limited. Category tab feels hidden.,3,2024-12-19T16:01:28+00:00,https://play.google.com/store/apps/details/review/100057,user_57
I wish Blinkit had more brands in baby care. Zepto seems better for that. Search never surfaces these products.,2,2025-05-04T21:36:53+00:00,https://play.google.com/store/apps/details/review/100058,user_58
Blinkit is great for groceries but I never think to order pet supplies here. Price seems higher than competitors.,2,2024-01-03T04:51:58+00:00,https://play.google.com/store/apps/details/review/100059,user_59
I wish Blinkit had more brands in home essentials. Zepto seems better for that.,5,2023-11-29T01:04:36+00:00,https://play.google.com/store/apps/details/review/100060,user_60
Why doesn't Blinkit have dog food? I always buy from Amazon instead. Delivery was fine though.,1,2024-08-11T17:08:31+00:00,https://play.google.com/store/apps/details/review/100061,user_61
Fast delivery for milk and bread but groceries selection is very limited. Might switch to Zepto next time.,3,2024-12-07T19:56:29+00:00,https://play.google.com/store/apps/details/review/100062,user_62
Why doesn't Blinkit have detergent? I always buy from Amazon instead. Been using Blinkit for two years.,3,2023-10-22T23:54:20+00:00,https://play.google.com/store/apps/details/review/100063,user_63
Didn't know Blinkit sells pet supplies until my friend mentioned it. Noticed this after the app update.,1,2025-04-22T06:30:08+00:00,https://play.google.com/store/apps/details/review/100064,user_64
Blinkit is great for groceries but I never think to order health pharmacy here. Noticed this after the app update.,4,2023-03-19T21:26:30+00:00,https://play.google.com/store/apps/details/review/100065,user_65
Blinkit is great for groceries but I never think to order personal care here. My friends feel the same.,2,2025-02-27T21:13:07+00:00,https://play.google.com/store/apps/details/review/100066,user_66
Blinkit is great for groceries but I never think to order personal care here. Especially in Bangalore.,4,2023-04-16T13:45:52+00:00,https://play.google.com/store/apps/details/review/100067,user_67
I wish Blinkit had more brands in electronics. Zepto seems better for that. Happens every reorder cycle.,5,2023-07-06T05:41:48+00:00,https://play.google.com/store/apps/details/review/100068,user_68
Didn't know Blinkit sells electronics until my friend mentioned it. Wish the homepage showed this category.,4,2023-03-03T17:40:35+00:00,https://play.google.com/store/apps/details/review/100069,user_69
"Blinkit pe groceries nahi milta, Amazon se order karta hoon. BigBasket still wins here for me.",4,2025-05-28T01:11:13+00:00,https://play.google.com/store/apps/details/review/100070,user_70
Why doesn't Blinkit have notebooks? I always buy from Amazon instead. Instamart has better variety lately.,3,2024-05-03T01:37:24+00:00,https://play.google.com/store/apps/details/review/100071,user_71
Why doesn't Blinkit have milk? I always buy from Amazon instead. Nykaa feels safer for this purchase.,4,2024-04-11T00:42:06+00:00,https://play.google.com/store/apps/details/review/100072,user_72
Blinkit is great for groceries but I never think to order baby care here. Amazon is my fallback always.,4,2024-12-12T22:07:21+00:00,https://play.google.com/store/apps/details/review/100073,user_73
Blinkit is great for groceries but I never think to order baby care here. Would buy if assortment improved.,3,2025-04-15T04:27:48+00:00,https://play.google.com/store/apps/details/review/100074,user_74
Why doesn't Blinkit have notebooks? I always buy from Amazon instead. Needs better in-app discovery.,5,2024-06-26T03:59:32+00:00,https://play.google.com/store/apps/details/review/100075,user_75
Fast delivery for milk and bread but electronics selection is very limited. Never saw an promo for this category.,2,2024-03-18T17:06:00+00:00,https://play.google.com/store/apps/details/review/100076,user_76
Didn't know Blinkit sells stationery until my friend mentioned it. Category tab feels hidden.,1,2025-04-01T16:20:18+00:00,https://play.google.com/store/apps/details/review/100077,user_77
"Blinkit pe stationery nahi milta, Amazon se order karta hoon. Search never surfaces these products.",5,2023-06-10T21:59:04+00:00,https://play.google.com/store/apps/details/review/100078,user_78
Fast delivery for milk and bread but personal care selection is very limited. Price seems higher than competitors.,5,2023-06-29T07:29:33+00:00,https://play.google.com/store/apps/details/review/100079,user_79
Fast delivery for milk and bread but personal care selection is very limited.,4,2024-03-13T16:38:06+00:00,https://play.google.com/store/apps/details/review/100080,user_80
Why doesn't Blinkit have vitamins? I always buy from Amazon instead. Delivery was fine though.,4,2024-02-15T02:01:59+00:00,https://play.google.com/store/apps/details/review/100081,user_81
Good app but missing notebooks. Nykaa has better personal care range. Might switch to Zepto next time.,2,2023-03-20T21:55:12+00:00,https://play.google.com/store/apps/details/review/100082,user_82
Good app but missing milk. Nykaa has better personal care range. Been using Blinkit for two years.,1,2024-03-05T19:23:11+00:00,https://play.google.com/store/apps/details/review/100083,user_83
Good app but missing vitamins. Nykaa has better personal care range. Same thought last month.,4,2023-07-23T05:18:37+00:00,https://play.google.com/store/apps/details/review/100084,user_84
Why doesn't Blinkit have notebooks? I always buy from Amazon instead. Noticed this after the app update.,4,2024-11-17T08:49:18+00:00,https://play.google.com/store/apps/details/review/100085,user_85
Didn't know Blinkit sells groceries until my friend mentioned it. My friends feel the same.,2,2023-01-16T00:30:45+00:00,https://play.google.com/store/apps/details/review/100086,user_86
Didn't know Blinkit sells personal care until my friend mentioned it. Happens every reorder cycle.,5,2023-02-25T23:13:34+00:00,https://play.google.com/store/apps/details/review/100087,user_87
I wish Blinkit had more brands in personal care. Zepto seems better for that. Happens every reorder cycle.,1,2023-07-17T23:30:48+00:00,https://play.google.com/store/apps/details/review/100088,user_88
Good app but missing vitamins. Nykaa has better personal care range. BigBasket still wins here for me.,5,2023-03-03T23:23:19+00:00,https://play.google.com/store/apps/details/review/100089,user_89
"Blinkit pe electronics nahi milta, Amazon se order karta hoon. BigBasket still wins here for me.",4,2024-01-23T15:08:34+00:00,https://play.google.com/store/apps/details/review/100090,user_90
Good app but missing vitamins. Nykaa has better personal care range. Instamart has better variety lately.,5,2025-05-19T17:58:13+00:00,https://play.google.com/store/apps/details/review/100091,user_91
Didn't know Blinkit sells groceries until my friend mentioned it. Nykaa feels safer for this purchase.,5,2023-08-29T02:09:57+00:00,https://play.google.com/store/apps/details/review/100092,user_92
Good app but missing earphones. Nykaa has better personal care range. Amazon is my fallback always.,5,2023-09-10T10:30:17+00:00,https://play.google.com/store/apps/details/review/100093,user_93
I wish Blinkit had more brands in personal care. Zepto seems better for that. Would buy if assortment improved.,2,2023-02-08T12:06:09+00:00,https://play.google.com/store/apps/details/review/100094,user_94
Good app but missing vitamins. Nykaa has better personal care range. Never saw an promo for this category.,5,2024-10-01T13:46:45+00:00,https://play.google.com/store/apps/details/review/100095,user_95
Fast delivery for milk and bread but electronics selection is very limited. Category tab feels hidden.,5,2023-09-05T07:19:32+00:00,https://play.google.com/store/apps/details/review/100096,user_96
I wish Blinkit had more brands in baby care. Zepto seems better for that. Category tab feels hidden.,5,2023-03-02T03:45:28+00:00,https://play.google.com/store/apps/details/review/100097,user_97
Why doesn't Blinkit have earphones? I always buy from Amazon instead. Search never surfaces these products.,3,2024-12-16T01:20:54+00:00,https://play.google.com/store/apps/details/review/100098,user_98
Why doesn't Blinkit have earphones? I always buy from Amazon instead. Price seems higher than competitors.,4,2023-02-06T18:16:26+00:00,https://play.google.com/store/apps/details/review/100099,user_99
Fast delivery for milk and bread but groceries selection is very limited.,5,2024-03-08T19:04:29+00:00,https://play.google.com/store/apps/details/review/100100,user_100
Fast delivery for milk and bread but stationery selection is very limited. Delivery was fine though.,4,2025-03-02T08:01:12+00:00,https://play.google.com/store/apps/details/review/100101,user_101
Blinkit is great for groceries but I never think to order health pharmacy here. Might switch to Zepto next time.,5,2023-06-29T04:15:07+00:00,https://play.google.com/store/apps/details/review/100102,user_102
Why doesn't Blinkit have notebooks? I always buy from Amazon instead. Been using Blinkit for two years.,1,2024-02-17T09:18:12+00:00,https://play.google.com/store/apps/details/review/100103,user_103
Fast delivery for milk and bread but groceries selection is very limited. Same thought last month.,4,2024-05-02T06:44:16+00:00,https://play.google.com/store/apps/details/review/100104,user_104
I wish Blinkit had more brands in baby care. Zepto seems better for that. Noticed this after the app update.,3,2023-10-23T06:39:01+00:00,https://play.google.com/store/apps/details/review/100105,user_105
Blinkit is great for groceries but I never think to order groceries here. My friends feel the same.,5,2025-03-18T16:02:07+00:00,https://play.google.com/store/apps/details/review/100106,user_106
Fast delivery for milk and bread but electronics selection is very limited. Especially in Bangalore.,1,2024-10-31T23:55:57+00:00,https://play.google.com/store/apps/details/review/100107,user_107
Didn't know Blinkit sells health pharmacy until my friend mentioned it. Happens every reorder cycle.,4,2024-05-02T15:37:24+00:00,https://play.google.com/store/apps/details/review/100108,user_108
"Blinkit pe baby care nahi milta, Amazon se order karta hoon. Wish the homepage showed this category.",4,2024-04-11T12:49:32+00:00,https://play.google.com/store/apps/details/review/100109,user_109
Fast delivery for milk and bread but groceries selection is very limited. BigBasket still wins here for me.,4,2024-09-17T02:34:25+00:00,https://play.google.com/store/apps/details/review/100110,user_110
Why doesn't Blinkit have shampoo? I always buy from Amazon instead. Instamart has better variety lately.,4,2024-10-15T03:22:31+00:00,https://play.google.com/store/apps/details/review/100111,user_111
"Blinkit pe groceries nahi milta, Amazon se order karta hoon. Nykaa feels safer for this purchase.",4,2023-09-28T08:12:34+00:00,https://play.google.com/store/apps/details/review/100112,user_112
I wish Blinkit had more brands in stationery. Zepto seems better for that. Amazon is my fallback always.,5,2025-05-01T04:34:47+00:00,https://play.google.com/store/apps/details/review/100113,user_113
Fast delivery for milk and bread but stationery selection is very limited. Would buy if assortment improved.,4,2023-11-23T12:10:42+00:00,https://play.google.com/store/apps/details/review/100114,user_114
I wish Blinkit had more brands in health pharmacy. Zepto seems better for that. Needs better in-app discovery.,4,2024-11-17T06:58:35+00:00,https://play.google.com/store/apps/details/review/100115,user_115
Didn't know Blinkit sells electronics until my friend mentioned it. Category tab feels hidden.,5,2025-01-05T01:39:34+00:00,https://play.google.com/store/apps/details/review/100116,user_116
"Blinkit pe personal care nahi milta, Amazon se order karta hoon. Category tab feels hidden.",3,2023-05-12T17:24:24+00:00,https://play.google.com/store/apps/details/review/100117,user_117
Blinkit is great for groceries but I never think to order health pharmacy here. Search never surfaces these products.,4,2023-12-31T20:32:09+00:00,https://play.google.com/store/apps/details/review/100118,user_118
Good app but missing earphones. Nykaa has better personal care range. Price seems higher than competitors.,2,2023-11-06T08:06:07+00:00,https://play.google.com/store/apps/details/review/100119,user_119
Why doesn't Blinkit have dog food? I always buy from Amazon instead.,4,2025-01-08T02:22:00+00:00,https://play.google.com/store/apps/details/review/100120,user_120
I wish Blinkit had more brands in baby care. Zepto seems better for that. Delivery was fine though.,5,2024-10-05T19:28:50+00:00,https://play.google.com/store/apps/details/review/100121,user_121
"Blinkit pe electronics nahi milta, Amazon se order karta hoon. Might switch to Zepto next time.",4,2024-08-19T11:45:17+00:00,https://play.google.com/store/apps/details/review/100122,user_122
Why doesn't Blinkit have earphones? I always buy from Amazon instead. Been using Blinkit for two years.,5,2023-01-09T14:43:32+00:00,https://play.google.com/store/apps/details/review/100123,user_123
Good app but missing diapers. Nykaa has better personal care range. Same thought last month.,3,2024-10-22T10:35:56+00:00,https://play.google.com/store/apps/details/review/100124,user_124
Blinkit is great for groceries but I never think to order home essentials here. Noticed this after the app update.,3,2025-05-15T21:35:39+00:00,https://play.google.com/store/apps/details/review/100125,user_125
I wish Blinkit had more brands in baby care. Zepto seems better for that. My friends feel the same.,5,2023-07-27T03:14:31+00:00,https://play.google.com/store/apps/details/review/100126,user_126
Good app but missing vitamins. Nykaa has better personal care range. Especially in Bangalore.,4,2024-11-18T12:19:59+00:00,https://play.google.com/store/apps/details/review/100127,user_127
Good app but missing milk. Nykaa has better personal care range. Happens every reorder cycle.,4,2025-05-01T02:08:48+00:00,https://play.google.com/store/apps/details/review/100128,user_128
"Blinkit pe personal care nahi milta, Amazon se order karta hoon. Wish the homepage showed this category.",4,2025-01-07T09:08:44+00:00,https://play.google.com/store/apps/details/review/100129,user_129
Good app but missing earphones. Nykaa has better personal care range. BigBasket still wins here for me.,5,2024-03-06T18:54:59+00:00,https://play.google.com/store/apps/details/review/100130,user_130
"Blinkit pe home essentials nahi milta, Amazon se order karta hoon. Instamart has better variety lately.",3,2024-01-07T15:43:56+00:00,https://play.google.com/store/apps/details/review/100131,user_131
"Blinkit pe baby care nahi milta, Amazon se order karta hoon. Nykaa feels safer for this purchase.",3,2024-03-19T20:43:03+00:00,https://play.google.com/store/apps/details/review/100132,user_132
Fast delivery for milk and bread but health pharmacy selection is very limited. Amazon is my fallback always.,2,2025-04-19T02:20:04+00:00,https://play.google.com/store/apps/details/review/100133,user_133
Why doesn't Blinkit have shampoo? I always buy from Amazon instead. Would buy if assortment improved.,4,2024-08-18T00:35:26+00:00,https://play.google.com/store/apps/details/review/100134,user_134
Blinkit is great for groceries but I never think to order electronics here. Needs better in-app discovery.,4,2024-10-06T11:23:46+00:00,https://play.google.com/store/apps/details/review/100135,user_135
I wish Blinkit had more brands in home essentials. Zepto seems better for that. Never saw an promo for this category.,3,2023-04-07T17:26:02+00:00,https://play.google.com/store/apps/details/review/100136,user_136
I wish Blinkit had more brands in groceries. Zepto seems better for that. Category tab feels hidden.,5,2023-01-31T08:12:14+00:00,https://play.google.com/store/apps/details/review/100137,user_137
I wish Blinkit had more brands in groceries. Zepto seems better for that. Search never surfaces these products.,5,2023-01-10T03:49:18+00:00,https://play.google.com/store/apps/details/review/100138,user_138
Good app but missing notebooks. Nykaa has better personal care range. Price seems higher than competitors.,5,2024-08-28T19:45:21+00:00,https://play.google.com/store/apps/details/review/100139,user_139
Didn't know Blinkit sells groceries until my friend mentioned it.,5,2025-04-28T09:17:17+00:00,https://play.google.com/store/apps/details/review/100140,user_140
I wish Blinkit had more brands in electronics. Zepto seems better for that. Delivery was fine though.,3,2023-12-07T20:37:53+00:00,https://play.google.com/store/apps/details/review/100141,user_141
Blinkit is great for groceries but I never think to order home essentials here. Might switch to Zepto next time.,3,2024-08-27T01:38:50+00:00,https://play.google.com/store/apps/details/review/100142,user_142
"Blinkit pe groceries nahi milta, Amazon se order karta hoon. Been using Blinkit for two years.",5,2023-09-14T09:18:48+00:00,https://play.google.com/store/apps/details/review/100143,user_143
Didn't know Blinkit sells personal care until my friend mentioned it. Same thought last month.,1,2025-04-09T17:34:20+00:00,https://play.google.com/store/apps/details/review/100144,user_144
Didn't know Blinkit sells groceries until my friend mentioned it. Noticed this after the app update.,4,2025-05-26T18:03:29+00:00,https://play.google.com/store/apps/details/review/100145,user_145
"Blinkit pe baby care nahi milta, Amazon se order karta hoon. My friends feel the same.",2,2024-10-27T19:50:32+00:00,https://play.google.com/store/apps/details/review/100146,user_146
Why doesn't Blinkit have detergent? I always buy from Amazon instead. Especially in Bangalore.,3,2023-03-20T02:44:49+00:00,https://play.google.com/store/apps/details/review/100147,user_147
Why doesn't Blinkit have vitamins? I always buy from Amazon instead. Happens every reorder cycle.,3,2024-12-07T08:25:10+00:00,https://play.google.com/store/apps/details/review/100148,user_148
Fast delivery for milk and bread but groceries selection is very limited. Wish the homepage showed this category.,3,2024-10-16T21:04:33+00:00,https://play.google.com/store/apps/details/review/100149,user_149
I wish Blinkit had more brands in baby care. Zepto seems better for that. BigBasket still wins here for me.,5,2023-01-31T02:39:40+00:00,https://play.google.com/store/apps/details/review/100150,user_150
Fast delivery for milk and bread but pet supplies selection is very limited. Instamart has better variety lately.,4,2023-12-15T07:36:29+00:00,https://play.google.com/store/apps/details/review/100151,user_151
Good app but missing dog food. Nykaa has better personal care range. Nykaa feels safer for this purchase.,5,2023-02-18T04:52:55+00:00,https://play.google.com/store/apps/details/review/100152,user_152
Good app but missing earphones. Nykaa has better personal care range. Would buy if assortment improved.,4,2023-02-01T15:49:19+00:00,https://play.google.com/store/apps/details/review/100153,user_153
Why doesn't Blinkit have earphones? I always buy from Amazon instead. Would buy if assortment improved.,4,2025-01-05T15:38:09+00:00,https://play.google.com/store/apps/details/review/100154,user_154
I wish Blinkit had more brands in electronics. Zepto seems better for that. Needs better in-app discovery.,5,2024-02-03T01:27:26+00:00,https://play.google.com/store/apps/details/review/100155,user_155
Didn't know Blinkit sells personal care until my friend mentioned it. Never saw an promo for this category.,5,2023-06-27T22:05:41+00:00,https://play.google.com/store/apps/details/review/100156,user_156
Fast delivery for milk and bread but personal care selection is very limited. Search never surfaces these products.,4,2023-06-17T22:12:48+00:00,https://play.google.com/store/apps/details/review/100157,user_157
Didn't know Blinkit sells stationery until my friend mentioned it. Search never surfaces these products.,4,2024-08-06T00:27:27+00:00,https://play.google.com/store/apps/details/review/100158,user_158
Blinkit is great for groceries but I never think to order electronics here. Price seems higher than competitors.,2,2024-01-13T06:04:52+00:00,https://play.google.com/store/apps/details/review/100159,user_159
Good app but missing notebooks. Nykaa has better personal care range.,5,2023-07-08T01:15:35+00:00,https://play.google.com/store/apps/details/review/100160,user_160
Fast delivery for milk and bread but pet supplies selection is very limited. Delivery was fine though.,4,2025-04-07T14:10:56+00:00,https://play.google.com/store/apps/details/review/100161,user_161
Blinkit is great for groceries but I never think to order health pharmacy here. Been using Blinkit for two years.,4,2025-02-24T23:35:07+00:00,https://play.google.com/store/apps/details/review/100162,user_162
Good app but missing dog food. Nykaa has better personal care range. Been using Blinkit for two years.,5,2024-10-14T12:55:29+00:00,https://play.google.com/store/apps/details/review/100163,user_163
I wish Blinkit had more brands in baby care. Zepto seems better for that. Same thought last month.,4,2024-07-16T15:20:55+00:00,https://play.google.com/store/apps/details/review/100164,user_164
"Blinkit pe home essentials nahi milta, Amazon se order karta hoon. Noticed this after the app update.",4,2023-08-26T15:55:24+00:00,https://play.google.com/store/apps/details/review/100165,user_165
Didn't know Blinkit sells stationery until my friend mentioned it. My friends feel the same.,5,2025-04-16T00:32:24+00:00,https://play.google.com/store/apps/details/review/100166,user_166
I wish Blinkit had more brands in home essentials. Zepto seems better for that. Especially in Bangalore.,3,2024-02-21T22:30:39+00:00,https://play.google.com/store/apps/details/review/100167,user_167
Good app but missing earphones. Nykaa has better personal care range. Happens every reorder cycle.,3,2023-05-15T15:01:37+00:00,https://play.google.com/store/apps/details/review/100168,user_168
Why doesn't Blinkit have detergent? I always buy from Amazon instead. Wish the homepage showed this category.,4,2024-12-22T21:35:14+00:00,https://play.google.com/store/apps/details/review/100169,user_169
Fast delivery for milk and bread but groceries selection is very limited. Instamart has better variety lately.,4,2023-02-14T14:00:48+00:00,https://play.google.com/store/apps/details/review/100170,user_170
Why doesn't Blinkit have vitamins? I always buy from Amazon instead. Instamart has better variety lately.,3,2025-01-27T09:10:44+00:00,https://play.google.com/store/apps/details/review/100171,user_171
Fast delivery for milk and bread but stationery selection is very limited. Nykaa feels safer for this purchase.,5,2024-03-10T10:25:26+00:00,https://play.google.com/store/apps/details/review/100172,user_172
Didn't know Blinkit sells stationery until my friend mentioned it. Amazon is my fallback always.,4,2023-01-16T18:27:39+00:00,https://play.google.com/store/apps/details/review/100173,user_173
